countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Dominica,321,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,2.887714624,2.819650173,1.556200624,3.581681728,3.651263714,0.813430786,6.054996014,5.027622223,6.321166039,4.672470093,2.91751647,2.334212303,0.14507404,,
"Bahamas, The",313,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,0.034866318,,0.087918937,0.090316698,0.010726453,0.01007837,,,,,,,,0.012976531,,,,,,0.000633734,0.001845899,,
Zambia,754,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,0.001374029,,0.003695643,0.00284657,0.025227146,0.02841608,0.032220326,0.010606959,0.031878464,0.028292034,,0.017823072,0.025302853,0.035252046,0.034361873,0.032421116,0.040031124,0.041496191,0.034469239,0.031158291,0.034994602,,,,
El Salvador,253,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,1.019824505,0.379893482,0.896039426,0.235063806,,1.293013096,0.102749065,0.121621341,0.217744961,0.153856948,0.105117328,0.182542562,0.144183651,0.178113356,0.144736037,0.72399354,0.250578463,,
Vietnam,582,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,1.94360733,1.917498231,1.921069264,1.521572113,1.484144688,1.312690377,1.116505027,0.377938688,0.372366846,0.421229064,0.473222345,,,,,,,,,,
Japan,158,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.036938772,0.605124354,0.671774268,0.71251905,,,,,,,,0.071210518,,,,,,,,,,,,,
Belarus,913,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,0.43009764,0.020304568,,,,0.009895589,,,,,0.061480738,0.075834431,0.046015531,,,,,,0.008378104,3.37E-05,9.43E-05,,
Barbados,316,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,6.545104027,6.884584904,0.014332935,0.014077501,0.011249811,0.010324132,0.008198128,0.008736866,0.005839291,0.005523437,0.004911633,
Jordan,439,Total Grants as a Percent of GDP,RG_RM_GDP,Value,5.949802399,7.783975601,3.766165972,4.204657078,4.029163837,3.877262592,4.476631641,3.990203619,3.069979668,3.436312675,4.0049963,3.919289827,3.925104856,9.461144447,8.24471283,5.614336967,2.853390932,2.830665588,5.489498138,2.032850742,2.141560316,5.933619976,1.490064859,,
Belize,339,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.577629328,1.443433523,0.950483143,0.621212363,1.142210364,0.087021023,0.31780684,0.654813647,1.353710055,0.933850586,1.43268764,1.044432998,1.017798662,1.197173953,0.702512801,1.240236998,1.511949897,2.528449774,2.44764185,1.257475019,0.433721662,1.428442478,0.678011417,,
Czech Republic,935,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,0.000110337,0.072492294,0.041211862,0.046171725,0.05053464,0.10929969,0.093134239,0.439531744,0.811324418,0.969775021,1.024797797,1.238158703,1.506321073,2.029691696,2.147635221,1.837086439,2.762438774,,
Estonia,939,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,1.060371041,,1.536267281,0.975533843,1.023411989,1.144731283,0.963057458,1.580029249,1.120927095,1.175737977,1.59836936,1.365932107,1.213784575,1.750518799,1.587428808,,,,,,,
Namibia,728,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.376675844,0.860376,0.855217218,0.741132855,0.332496345,0.353384137,0.335086256,0.322379202,0.210261673,0.330691993,0.161079243,0.190257013,0.097222686,0.09179756,0.165069476,0.08619412,0.093516082,0.332748234,0.118220128,0.266930997,0.02847019,0.198323041,,,
Papua New Guinea,853,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,0.002925687,0.000832039,0.000236798,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,748,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,9.050718307,9.001738548,7.753050327,8.016654015,9.879078865,10.69005299,11.26196671,11.64759731,12.05804729,11.90058804,10.82454014,10.26449299,10.77767467,11.0653162,12.45233536,11.68395424,11.9164362,12.48711681,11.86432076,12.51524734,12.72042656,13.74682999,15.62609482,16.47156525,15.24491215
Argentina,213,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,11.93292904,13.61622429,16.42196083,17.97397995,17.81101418,16.78436661,16.40449524,17.05568695,17.36929131,17.41221237,17.6947155,17.22342873,16.39477921,19.30173492,21.82434082,21.86087799,21.97410583,22.79754066,24.49580383,25.33137894,26.46471405,27.39206886,29.08812332,30.45646667,31.91354561
Trinidad and Tobago,369,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,0.774618328,0.645476043,0.589959323,,,,,,1.434721231,,1.272464156,1.21885252,1.237560034,1.239315748,1.217283368,1.259133577,2.150704384,2.014683247,0.138063371,1.886551261,,
Cameroon,622,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,8.607865334,7.848029137,8.595978737,8.382926941,7.520820618,8.313193321,,,10.86776733,11.264534,12.12724209,12.64756203,13.61749268,11.51951504,10.77385139,12.04512215,12.41693783,12.95192623,12.97937775,13.03054142,11.75154686,12.44009495,12.8997736,13.24385166,13.9531908
Tanzania,738,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,4.42E-06,,
Greece,174,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,7.610794067,,,,,9.00058651,9.213026047,9.247375488,9.700390816,9.572198868,10.11025333,10.19356918,11.09010696,11.28196526,10.66922665,10.99466991,10.257411,10.7183218,10.73804665,10.2945261,11.16926479,10.82457066,10.976758,10.83325481,10.51143551
"Bahrain, Kingdom of",419,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,2.024908066,2.139472723,2.453415871,2.2924366,2.177926064,1.932021976,1.854237437,2.082433462,2.482568979,2.076473713,1.699106693,1.749575496,1.372262597,1.25835824,1.16088891,1.035930037,1.034794927,1.015853405,1.024070859,0.9623456,1.04466188,0.934016347,0.987233281,1.034792423,0.63605541
United Arab Emirates,466,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,,,,,,,,0.036820367,0.045262419,0.030231265,,,,,,,,,,,,0.338980317,0.325804234,0.358930647,0.361060202
Dominica,321,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,21.14524269,20.47658539,19.85893822,19.09719849,18.01589012,18.91661644,19.05895615,19.18618393,19.94240952,19.9193325,18.83519363,17.44683647,18.668787,20.98111916,21.51725388,24.35542488,24.8991394,25.42686844,25.35698318,24.48167038,23.66584778,22.21999359,22.71250534,22.30165291,21.87002563
United States,111,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,6.638799667,6.725244999,6.694156647,6.660764217,6.671158791,6.660655975,6.588326931,6.569116116,6.633348465,6.609489441,6.641911507,6.664881229,6.59233284,6.502502918,6.468748093,6.349694729,6.301849842,6.267830372,6.319130898,6.260137558,6.13303566,5.466573715,5.452871323,6.185101986,6.256544113
Grenada,328,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,18.22467995,17.91291428,17.6506176,18.99335289,17.93063354,18.59561729,18.62683105,17.85203171,17.04479027,17.45226669,18.22860146,17.85907364,17.23253441,17.77982521,16.68839073,17.58200455,17.86190605,18.97557259,18.74648857,17.45858955,18.65139198,18.42641258,17.96146965,16.56461143,18.20201302
Ghana,652,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,5.709545612,6.288166523,4.874949932,6.919005394,8.929462433,8.569643021,8.507480621,6.733800411,7.143682003,6.330684662,11.00461388,12.31139183,11.36873436,13.59255695,13.59436512,13.45426083,13.17616177,12.94533062,12.46659374,12.01143456,13.03181934,15.13360023,15.36817837,14.22032547,15.75333977
Niger,692,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,7.080775261,7.124532223,7.727293015,8.312563896,8.542705536,8.669259071,9.438223839,10.04397297,9.913274765,10.95107746,10.20190144,10.68771648,11.36134434,11.61735344,13.45759773,12.77340221,13.21742344,13.85630798,15.59095764,15.98573017
"Congo, Dem. Rep. of",636,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,1.221860886,1.167177677,1.186384678,0.754910707,0.585550129,2.532080173,3.672848225,3.353677988,4.552878857,5.274265289,6.121186733,7.111073971,8.799804688,7.973834991,8.711130142,9.152979851,10.12084007,9.39439106,9.778729439
Morocco,686,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,18.66908264,17.94831848,20.13444901,19.658638,18.1239872,18.59031868,18.19674492,19.67588997,19.77430153,21.17059326,20.7008667,19.54074478,19.07256508,18.78977203,18.97885132,20.97294044,21.45101929,23.90532875,26.49262619,23.45630455,22.81923294,23.04231071,23.90365028,22.26372147,22.04146194
Hungary,944,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,28.75429726,27.180336,27.64473343,26.33362389,26.36942673,25.99558449,25.06062317,24.98937607,26.73897171,27.30082703,26.52917862,26.03865814,25.88698196,25.89912415,25.1484642,24.84111595,26.56868935,26.64479446,26.71414948,25.7361393,24.04595757,25.97192955,25.69340134,25.24966621
Sao Tome & Principe,716,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,24.05817604,12.08670044,12.85247612,12.44999886,13.79544163,13.09444904,15.29710865,15.9501009,14.44498825,14.24265289,15.99236679,16.24393272,14.21038437,16.03072929,14.0986681
Netherlands,138,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,25.24536705,26.55656624,25.68056488,25.92698097,23.75496483,22.56480598,23.10663986,22.52233696,22.35310745,22.78045845,22.45497894,22.79566002,22.64990425,21.98250961,21.92106247,23.77178574,23.31443405,23.4912281,22.95408249,22.61197662,22.99845505,22.08657646,21.36231995,21.6977005,
Swaziland,734,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,21.04650688,20.65826797,19.15888786,18.63847923,19.26380539,20.19836998,20.74524689,21.01349068,20.67465591,22.11011124,21.4723835,20.98052406,20.76309776,22.09193611,25.28535652,25.66755676,35.15188217,32.07686234,33.83583832,28.75004768,19.45428276,19.57482147,29.2879467,28.22380638,28.33351326
Iceland,176,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,29.18574524,28.36546516,28.8871479,27.92686462,27.50598907,28.04532242,28.77435112,28.73423195,31.08864212,33.38201141,33.47576523,31.75027466,31.55861664,32.67170334,33.69797897,36.45372772,37.32531738,36.08320236,32.55578232,29.04033089,29.4590168,30.52714729,31.59848595,32.09101486,34.7775116
Sweden,144,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,36.3127327,33.93322754,31.91022873,32.25169754,32.47444916,33.00671768,33.81514359,34.77856445,35.11008835,37.13026047,36.08832932,33.4874115,31.99178886,32.64350891,33.09648895,34.09237671,34.18479538,33.18552399,33.00102234,33.21939468,32.29476547,32.60765076,32.36590195,32.91254044,32.72848129
Norway,142,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,29.66553688,29.82772827,28.88919258,28.93678856,30.31921196,30.63260841,30.80919266,31.57701111,31.88519096,32.01693726,33.11994553,33.03770828,32.63698196,32.00060654,33.15826416,33.84635162,34.2851944,33.35746384,32.84109497,31.57878113,32.52565002,32.77911377,32.18181229,30.96422958,29.12529182
Namibia,728,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,22.9960022,26.16691589,27.57901001,28.4719429,26.37544441,27.48171616,26.48613739,28.97804451,29.95978546,30.04848289,26.60627556,25.8891449,25.14941025,23.5175705,23.25887108,24.91443253,27.34327698,29.55962372,29.34231758,29.08474541,26.12625885,28.44671249,30.38926315,30.57260132,32.54139328
Guinea,656,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,15.40707111,13.65893555,11.30649853,10.45769405,9.654216766,10.27753067,9.597685814,10.70177078,10.45087719,10.08722591,10.33156872,11.00117683,11.88278103,10.30888653,10.7062664,13.39092255,13.32809544,13.52615547,14.72545433,14.92764473,14.65793228,15.34605217,19.19777298,17.6992321,16.88447571
Oman,449,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,1.264200568,1.567311049,1.612947106,1.674054384,1.831534266,1.990678549,2.098324299,1.902106643,2.88973999,2.759916782,1.770063996,1.939318538,2.131745338,2.169429541,2.071307898,2.098987818,2.05087924,2.848012924,2.556419134,3.591039658,2.695174456,2.352082968,2.712401867,2.670674324,2.788408995
Guatemala,258,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,8.788410187,9.184745789,10.47790432,10.35301018,9.106541634,8.75766468,9.725599289,10.40656757,11.45505047,10.97130013,11.24431515,10.83750916,11.87315464,11.65263176,11.53852272,11.22137356,11.85110378,12.05047894,11.27453899,10.32959461,10.43910122,10.86008263,10.84807014,10.95149803,10.81195354
Iraq,433,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,,,,,,,0.299746066,0.668497503,0.620652556,0.981322408,0.85778892,1.397483587,0.945572555,0.820695341,1.035694718,1.061204195,0.971203625
Nepal,558,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,6.517435074,6.166825771,6.03924942,6.198809624,7.199705601,8.370026588,8.122619629,8.12610817,8.047557831,7.845582485,8.137683868,8.802581787,8.560853004,8.65187645,8.984256744,9.171133995,8.893297195,9.888813019,10.56774521,11.84219646,12.96706104,12.56976414,13.30518723,15.19949627,15.99381828
Papua New Guinea,853,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,19.50458336,17.30641174,18.02036476,20.09410095,20.30631256,19.50054169,22.47045517,23.67365456,20.45466232,21.75641632,23.77719307,22.0790081,19.96192741,20.22342682,23.92249298,24.80505562,29.26523209,31.13462448,26.64701843,22.27618027,24.35443687,25.89769554,25.40767479,24.82572365,23.03026962
Philippines,566,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,13.14588928,13.65226078,14.4292717,14.71221447,15.15244102,15.50335884,16.06447029,16.20176315,14.95561409,14.14628792,13.68835545,13.43973637,13.00851822,13.02147579,12.66358948,13.30984974,14.58501816,14.35929012,14.40168381,13.08144474,12.93659973,13.2161417,14.06668758,14.47785187,14.77734184
Syrian Arab Republic,463,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,12.69486332,15.12594509,14.18911266,13.83524036,13.14421463,13.6625948,12.57988262,14.63110733,14.73020267,16.36678123,14.70801258,18.50275993,16.93345642,18.8229351,16.40243721,13.82438087,14.39975834,14.17352581,12.8284502,13.70561028,12.70859146,,,,
Costa Rica,238,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,13.74931431,11.09668446,11.60956097,11.61781311,11.16089344,11.87598133,12.0489912,12.04154205,12.13239956,11.54886627,11.90491199,12.82367992,12.84179592,12.98509502,12.99108028,13.26954365,13.69818878,14.92043877,15.33954525,13.43024349,13.05437469,13.28075504,13.20319557,13.37963104,13.20502949
Kiribati,826,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,3.393931389,3.533596039,,,
Croatia,960,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,16.58317947,18.10748863,22.58067703,22.78633881,22.67046165,25.54147911,29.05159569,26.7454834,22.1586647,20.84315681,25.71334648,25.32425117,24.65103912,24.65763092,25.30979538,25.52001381,25.03543472,24.28108788,24.32471657,23.64205551,24.46039581,25.28151703,24.58750916
Israel,436,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,30.27043724,29.65803909,30.02331734,29.02289963,28.8801136,29.57462311,29.17334175,28.36573029,27.61858749,27.69209862,27.98472786,28.67739868,28.62475777,26.30313492,24.3903904,25.03935051,25.23363686,24.38227463,25.32460976,25.84114647
Ireland,178,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,28.54921532,28.86692429,29.08617592,29.14946175,30.38762283,27.43370056,27.86273575,27.54150772,27.2428875,27.2852459,27.12874413,24.87236023,23.59314346,24.47463989,25.17430878,25.26379585,26.95966339,26.27500725,24.03108215,22.22586823,22.17519188,21.7454834,22.73855019,23.24934769,24.24051094
Italy,136,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,24.55050087,24.77679062,26.87681961,28.02093697,26.76332283,26.43898582,26.54258347,27.65738678,28.32246208,29.23857689,29.00644493,28.8055954,28.08275223,28.24925423,27.47184181,27.10907936,28.59770393,29.22657967,28.7777729,28.88005257,28.83616638,28.99293518,30.83651352,30.88911247,30.61431122
Guyana,336,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,18.61513329,18.22146606,17.11850739,18.62145042,17.90388298,18.45175171,17.98258972,19.45921135,20.17126465,19.83037186,21.96602249,20.21268272,21.56422997,21.94414902,21.19365883,20.309412,20.65488625,21.15606689
United Arab Emirates,466,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,,0.085459381,0.890296459,1.009151697,1.055146694
South Africa,199,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,0.448872596,0.427763432,0.437034577,0.427903503,0.409888089,0.496390998,0.523785412,0.557090759,0.541187763,0.512007773,0.532735109,0.501365006,0.534476876,0.606645525,0.573809266,0.587645352,0.605034232,0.603033304,0.606991053,0.608730733,0.591920257,0.570672333,0.639802814,0.625185609,0.631496787
Thailand,578,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.291808993,0.193768814,0.11827039,0.110558219,0.104524419,0.089339718,0.067822114,0.063796379,0.095393896,0.083719209,0.085624292,0.071150437,0.053641703,0.040089898,0.032182958,0.024742827,0.020076411,0.018581897,0.021634024,0.028047914,0.019267935,0.024219465,0.015374836,,
Japan,158,Total Revenue as a Percent of GDP,R_RM_GDP,Value,31.92417717,31.7065239,31.46725464,30.14472771,29.1541481,29.28600502,29.67053604,29.78182411,29.38997841,29.2987709,29.23704529,30.32735443,28.91594887,28.42362595,27.90472794,29.29768372,30.83830833,31.22408104,31.61974335,29.5893383,29.59188652,30.77055931,31.09157753,31.98786545,32.97235489
Suriname,366,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,1.154078841,0.928686082,1.091906905,1.139351368,1.409169078,2.216525793,,2.511689425,3.328223705,1.243634105,0.79833895,,,
Malta,181,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.012590885,1.951045632,1.780956268,0.855233192,1.191562295,0.380385071,1.68112886,0.731673002,0.702310801,0.631809413,0.537669837,0.076042242,0.140487313,0.508760333,1.623364806,3.008521557,2.738384247,0.879248321,0.435851991,0.855736792,1.702740192,1.417034745,1.724621534,,
Oman,449,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.1519804,0.547844291,0.019537717,0.416345149,0.627295196,0.258886278,0.190917462,0.353443533,0.170898601,0.097082496,0.042635571,,0.024057314,0.0472968,0.090198614,,,0.029347803,0.116759524,0.301758677,0.042562611,0.051857281,0.020342154,,
Dominican Republic,243,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,2.025127649,1.905564785,1.90009284,1.922142625,1.884521842,2.1247859,2.032762289,2.263196468,2.254855871,2.514358282,0.486275166,0.564452708,0.663378596,0.810793877,0.611319244,0.572783053,0.93854028,0.780943096,0.902483106,0.933535397,0.762073219,,1.006072044,1.271757364,0.81741643
Philippines,566,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.214154825,0.23062937,0.143175498,0.094941996,0.039132267,0.04678686,0.023645397,0.064640447,0.013411173,0.009000686,0.038428113,0.0511983,0.025057476,0.026384639,0.001367071,0.001585135,0.002918122,0.002176209,0.001618981,0.002379723,0.004509368,0.003090129,0.000937404,,
Nepal,558,Total Grants as a Percent of GDP,RG_RM_GDP,Value,1.64708066,1.628987074,1.00278008,2.011126995,1.119081616,1.673240185,1.805650234,1.98844099,1.672923446,1.181140304,1.402083993,1.529494047,1.894034386,2.303614616,2.102174282,2.441621065,2.114024401,2.17095542,2.491325378,2.669600248,3.23162508,3.608565807,2.671977043,2.469022036,
"Iran, I.R. of",429,Total Revenue as a Percent of GDP,R_RM_GDP,Value,18.25251579,15.58042526,17.11354256,27.30721283,23.96164513,22.80385208,20.65694427,19.40763283,14.73747063,18.90286064,23.45202255,18.06721497,20.63238335,21.19346619,22.28348923,25.59409142,25.77835083,26.45500755,22.74312401,21.41341972,21.88247871,19.15140152,14.20783806,14.08294487,14.57357883
Romania,968,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,0.182944253,0.07664106,0.056676507,0.022915272,0.324336678,0.415920675,0.660524249,0.578047216,0.506097734,0.641213953,0.496101469,,3.957080364,1.059702635,2.759308338,,
Jordan,439,Total Revenue as a Percent of GDP,R_RM_GDP,Value,36.7426033,34.96281052,37.57463837,34.79824829,32.62658691,34.37358475,33.59994507,31.53309059,30.39176941,30.94069862,30.03413773,30.26370811,29.58304596,34.73552322,36.61278915,33.29051971,32.35260773,32.31386185,30.07742691,26.46738815,24.85621643,26.43925285,23.01055717,24.13963127,27.875597
Netherlands,138,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.03506301,0.039832361,0.038210388,0.02785684,0.039763428,0.120181598,0.134325027,0.137548938,0.108909234,0.125350133,0.095745891,0.117265515,0.084934101,0.104604363,0.090086825,0.061399281,0.056801308,0.043536391,0.041773379,0.044207662,0.061281495,0.033751782,0.032549862,,
Russian Federation,922,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,0.062059931,0.190129504,,,0.382909954,0.261506885,0.119155169,0.030759426,,3.69E-07,0.210974783,0.765861452,0.675033033,0.002105421,0.000969067,0.730018735,0.001295657,0.695585608,0.726158738,,
Timor-Leste,537,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,5.985557079,4.486918449,3.698626757,,
Pakistan,564,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.689720392,0.853030443,0.512624562,,0.298490345,0.243028238,0.186377689,,,,0.992940366,1.11117363,2.046779394,1.178304911,0.6113379,0.285578817,0.545266867,0.280525982,0.310638338,0.148677543,0.859406948,0.192072421,0.227650717,0.500563145,
Kazakhstan,916,Total Revenue as a Percent of GDP,R_RM_GDP,Value,,,,,22.19762039,16.86074638,13.22267628,13.47050285,18.18777847,17.53825188,21.85467339,25.65377998,22.45106697,25.35116005,24.55007935,28.08376122,27.452425,28.83899689,28.29543495,22.14210129,23.94311333,27.70328712,26.9229641,25.26231003,24.33330345
Senegal,722,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,3.928321362,2.405399561,2.540721893,1.944945335,1.497703552,1.725647211,,,,,,,,3.02144742,2.53108716,2.211487532,2.834628582,,
St. Vincent & Grens.,364,Total Grants as a Percent of GDP,RG_RM_GDP,Value,4.992402077,4.694494247,1.932106733,0.116424814,0.268719524,0.175803989,0.156420693,1.363182902,,1.194378853,0.906602144,1.610529184,0.545271456,0.345920444,1.326869011,0.807011664,0.333514988,1.705633283,2.407254457,4.219963074,0.772028625,1.982964754,1.421759486,,
Russian Federation,922,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,0.079908304,0.071473576,,,0.054837238,0.045384806,0.046033181,0.046759695,1.426092982,1.423479557,1.24960506,1.068064094,1.009391785,,1.064520478,1.311611652,1.191788793,0.975928247,1.115695,1.182049513,1.189688087
"Bahrain, Kingdom of",419,Total Revenue as a Percent of GDP,R_RM_GDP,Value,26.66128922,26.13322639,25.01311302,24.94579697,21.84978485,21.97723961,23.89403534,25.64700508,21.06419754,23.1639061,30.73358154,28.37262726,28.46543884,27.50857353,26.29999924,27.8368721,26.45269394,24.93736458,27.90334511,20.0515728,22.71364021,26.03024292,26.40065575,24.19959259,24.44232941
Norway,142,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.756674528,0.441470355,0.232691705,0.17418772,0.158596948,0.139649719,0.123168126,0.115830392,0.093449749,0.07410907,0.102461323,0.13281478,0.003461137,0.039700843,0.000112235,0.000100556,0.00496544,0.000425557,0.001151465,0.005762033,0.001930436,0.00035817,0.001348978,,
Peru,293,Total Grants as a Percent of GDP,RG_RM_GDP,Value,0.002255215,0.21397014,0.112255335,0.091688946,0.209053203,0.0945182,0.106363706,0.064264297,0.113614313,0.126911297,0.120954596,0.121607587,0.161365286,0.176259488,0.111734293,0.109598354,0.086216852,0.088325128,0.084842846,0.051233336,0.039661817,0.038513239,0.037204098,,
Zambia,754,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,17.8477478,16.00984764,17.12379265,13.76441574,17.23651886,15.68950081,16.10561752,16.05009651,16.18818665,16.95430756,17.23059654,16.56640244,15.41328907,15.23761559,15.29089165,14.71719551,13.61552334,14.42513275,14.35379696,12.1863451,13.06378746,15.6197834,15.00383091,14.71736145,15.7799778
Panama,283,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,13.5384407,13.81352901,13.91868401,15.24568748,15.29021263,15.66576099,13.82346916,13.96906376,13.52890778,14.14379406,14.14081001,13.22026062,12.75012875,12.94278622,12.91149044,12.64875889,13.53420258,14.40601254,14.23552322,14.42516422,15.49492073,15.16527462,15.72060871,15.28627872,14.42882061
Tajikistan,923,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,,,,,,,,,10.85289955,11.76537418,11.2624855,12.27328968,13.03557491,13.15766335,13.22872353,14.46363068,14.49193192,15.82029247,16.71701241,15.29147243,15.65902996,16.93318176,17.18919182,18.36772728,19.79950523
"Macedonia, FYR",962,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,,,,,,0.580021441,0.324879885,0.173826501,0.319843829,0.200905889,0.333411843,0.234173372,0.652449191,,
Austria,122,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,2.375285864,2.403488636,2.429643154,2.443367243,2.732416868,2.847792149,2.809750319,2.794695139,2.773770571,2.763467789,2.714755058,2.725238562,2.711922407,2.70927906,2.641335011,2.598415375,2.576470137,2.573382854,2.713679075,2.845416069,2.837059021,2.836952925,2.88796854,2.938950062,2.965909958
Paraguay,288,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,4.562355995,3.796207666,5.305652618,7.470842361,8.638202667,9.855217934,9.162636757,9.375350952,9.168745995,10.30392361,10.92353153,10.5344696,9.405454636,10.20920372,11.32204819,12.04771805,12.51076984,12.17976665,12.62157631,13.33376694,14.27907372,14.37815952,15.04184818,13.88473415,14.52111435
Thailand,578,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,16.31033325,16.89547157,15.035532,15.3992157,16.0356884,17.34060669,17.71888351,17.18135071,15.01259518,13.9422121,14.06506538,14.29808521,14.68102837,15.79517174,16.25887299,16.87755013,17.25068092,16.23263168,16.34628105,15.34951019,15.93708992,17.63020706,16.83565331,18.69601059,17.1860466
Togo,742,Tax Revenue as a Percent of GDP,RT_RM_GDP,Value,16.94567871,13.80712032,10.85687733,7.886312962,9.639661789,12.41376591,12.12812042,12.31526566,12.79586983,12.29157925,11.27211761,12.52037048,11.2424612,15.29107475,15.73033237,14.52664948,15.44142532,16.19504547,14.93008518,14.24721718,14.8214283,15.23322582,15.39940262,15.74595356,15.78991699
Greece,174,Taxes on Payroll and Workforce Revenue as a Percent of GDP,RTPAY_RM_GDP,Value,0.173335329,0.119254425,0.155672207,0.159777731,0.194625422,,,,,,,,,,,,,,,,,,,,
Mali,678,Total Grants as a Percent of GDP,RG_RM_GDP,Value,,,,,,,,,,,4.759413719,3.780940771,3.86013484,4.67789793,3.924697638,3.973944664,39.87239456,5.597815514,3.708844185,4.359889984,2.811727285,4.120055676,0.366803914,3.922682047,
